Pais,Continente,Diarios,Casos,Avg,Max,Std
Afghanistan,Asia,0.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,0.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,0.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,0.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,0.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,0.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,0.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,0.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,3.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,12.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,18.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,80.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,185.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,308.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,389.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,535.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1173.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1698.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,2262.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,3918.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,4623.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,5137.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,4424.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,4067.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,2134.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1984.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1500.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1024.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,788.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,447.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,344.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,542.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,403.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,163.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,236.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,318.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,328.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,183.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,114.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,458.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,401.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,633.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,800.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,606.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1164.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1368.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1073.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1672.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1757.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,740.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1994.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,902.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,675.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,557.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,713.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,267.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,238.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,155.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,0.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,245.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,117.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,119.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,182.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,117.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,485.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,474.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,645.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1117.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1555.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1272.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1757.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,2676.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,6706.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,7860.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,10627.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,14281.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,10002.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,11714.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,6113.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,8836.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,2594.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,3564.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,2441.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,1350.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,220.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,637.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,203.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,757.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,532.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,381.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,194.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,253.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,223.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,222.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,299.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,113.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,252.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,366.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,245.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,205.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,183.00,157797.00,1532.00,14281.00,2661.00
Afghanistan,Asia,149.00,157797.00,1532.00,14281.00,2661.00
Albania,Europe,2.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,40.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,47.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,123.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,149.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,85.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,116.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,164.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,69.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,73.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,78.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,52.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,139.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,109.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,275.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,406.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,475.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,491.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,561.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,636.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,673.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,756.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,892.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,969.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,1047.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,953.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,875.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,1098.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,1032.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,874.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,1007.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,1133.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,1656.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,2102.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,2045.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3004.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3624.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,4931.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,4864.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,5363.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,5542.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,4473.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3569.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,2866.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,4157.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,4095.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,4584.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,5853.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,7209.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,7739.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,7171.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,6921.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,5730.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,4577.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3726.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,2934.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,2397.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,1862.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,1201.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,943.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,701.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,485.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,292.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,194.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,100.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,70.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,82.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,29.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,22.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,23.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,57.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,94.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,171.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,264.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,791.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,2035.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3377.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,5523.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,6150.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,6029.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,5927.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,4940.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3901.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3174.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3003.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3725.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3604.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3825.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3950.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3318.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,3162.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,2175.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,2057.00,205777.00,2189.00,7739.00,2172.00
Albania,Europe,1990.00,205777.00,2189.00,7739.00,2172.00
Algeria,Africa,0.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,0.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,0.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,0.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,0.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,0.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,0.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,0.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,3.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,17.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,28.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,153.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,310.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,809.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,594.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,715.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,753.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1092.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1249.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1296.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1287.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1088.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,760.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,765.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,852.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1502.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,2668.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,3254.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,3889.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,4273.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,4108.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,3749.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,3369.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,2877.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,2686.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,2218.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1890.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1572.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1241.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1069.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,936.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1330.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1741.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,2129.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,3779.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,5628.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,7183.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,7359.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,6031.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,3850.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,3101.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,3428.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1777.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1736.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1689.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1763.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1743.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1749.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1623.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1206.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1175.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1290.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,883.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,990.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,691.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,793.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,777.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1126.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1470.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1605.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1387.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1207.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1549.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1865.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,2233.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,2430.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,2594.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,2483.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,3006.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,4611.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,7227.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,8846.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,10409.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,8812.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,5882.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,4325.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,3579.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,2842.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,2064.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1532.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1122.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1067.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,808.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,689.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,0.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1166.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,704.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,814.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,982.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1560.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,409.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1731.00,214330.00,2081.00,10409.00,2066.00
Algeria,Africa,1678.00,214330.00,2081.00,10409.00,2066.00
American Samoa,Oceania,1.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,0.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,0.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,2.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,0.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,1.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,0.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,0.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,1.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,0.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,0.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,5.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,0.00,10.00,1.00,5.00,1.00
American Samoa,Oceania,0.00,10.00,1.00,5.00,1.00
Andorra,Europe,5.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,108.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,221.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,167.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,137.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,75.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,27.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,8.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,7.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,6.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,2.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,1.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,88.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,1.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,2.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,0.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,0.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,0.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,25.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,17.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,28.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,31.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,33.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,56.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,79.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,91.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,129.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,220.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,272.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,274.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,586.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,681.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,661.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,787.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,558.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,489.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,384.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,456.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,338.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,288.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,239.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,10.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,605.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,490.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,401.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,466.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,388.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,314.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,287.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,161.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,190.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,180.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,157.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,319.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,305.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,381.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,350.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,224.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,278.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,212.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,128.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,87.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,99.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,118.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,50.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,36.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,51.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,18.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,109.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,164.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,204.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,218.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,170.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,129.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,78.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,48.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,30.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,37.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,14.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,57.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,49.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,78.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,40.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,60.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,58.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,91.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,189.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,202.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,392.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,816.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,1516.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,1336.00,21062.00,226.00,1516.00,278.00
Andorra,Europe,1095.00,21062.00,226.00,1516.00,278.00
Angola,Africa,2.00,65868.00,716.00,3808.00,704.00
Angola,Africa,5.00,65868.00,716.00,3808.00,704.00
Angola,Africa,7.00,65868.00,716.00,3808.00,704.00
Angola,Africa,5.00,65868.00,716.00,3808.00,704.00
Angola,Africa,5.00,65868.00,716.00,3808.00,704.00
Angola,Africa,2.00,65868.00,716.00,3808.00,704.00
Angola,Africa,9.00,65868.00,716.00,3808.00,704.00
Angola,Africa,10.00,65868.00,716.00,3808.00,704.00
Angola,Africa,3.00,65868.00,716.00,3808.00,704.00
Angola,Africa,21.00,65868.00,716.00,3808.00,704.00
Angola,Africa,17.00,65868.00,716.00,3808.00,704.00
Angola,Africa,5.00,65868.00,716.00,3808.00,704.00
Angola,Africa,49.00,65868.00,716.00,3808.00,704.00
Angola,Africa,36.00,65868.00,716.00,3808.00,704.00
Angola,Africa,91.00,65868.00,716.00,3808.00,704.00
Angola,Africa,79.00,65868.00,716.00,3808.00,704.00
